pregunta,respuesta
bob we have postponed dinner until friday friday okay no problem unit 20 making a,reservation I am glad they called because you like michelle well yes but i forgot
to make a reservation whoops yeah ill call and make a reservation now good,evening shattered to me hello id like to make a
reservation please yes sir for what day friday friday yes sir how many people in,your party four people two men and two women very good for you sir what time
would you like the reservation for we will arrive at 700 pm I am afraid i do,not have anything available for 700 pm sir
i do have a table available for 730 pm,730 that would be great would you prefer smoking or nonsmoking
thank you your name please sir father albert,ha ha very good mr filfo you have a reservation for for 730 pm
this friday nonsmoking great thank you so much my pleasure sir units 21 at the,restaurant this is a nice restaurant yes thank you for inviting us
i hear the food is delicious this is the nicest restaurant i have ever been to in,my life bob do you have your gift ready yes al i do michelle i need that bob and
i have gifts for you you should not have,well we decided flowers are too boring and chocolate will make you fat
so we put our heads together to come up with some really exciting gifts you guys,are so kind yes you two are so very thoughtful bob would you like to go
first yes al do not mind if i do juanita this,is 4year goldfish no not a goldfish it is an oscar fish well thank you i
think and when it gets bigger it eats the goldfish,thats disgusting wow now for you michelle voila what is this some sort of
dart board wow you are so handsome in your fixture what do you think do you,like your gift well i really like the fish juanita i really like your picture
michelle unit 22 making a toast the dinner was delicious and the company was,excellent I am glad you like your picture juanita yes i really do thank you i like
my fish i cannot wait to eat it so do you have a name for it yet no not,yet but ill think of one soon is not life funny yes especially the way you
like michelle but i like you and michelle likes me but i like ya,it makes me dizzy just thinking about it wait I am confused i do not know what
they are like al or bob so such a nice dinner,well have to do it again next time michelle and i will get gifts for you
and do not forget that it is okay to trade with each other ive had such a nice,time this evening i have to thank you all for a wonderful time lets make a
toast to everybody liking everybody else and a beautiful friendship may it last,forever forever and a day cheers then before change changing
do not forget the ending chip change change here means you want to make,something different change change and change if the verb or maybe the now okay
change is always that one now or verb and if we want to make the blue form or,maybe you want to add at s at the end you say changes changes changes change
once in the bus so we do not have the stress so to say change and here changes,changes that mean to syllabuses so we add stress here
text,unit 1 where do you come from hello hello
how are you I am fine thank you and you I am fine thank you,where are you from i come from england you come from england
do you like manchester united i do not like football no you do not like football,hmm i see why did you come here i came for vacation you came for vacation are
you having fun yes I am having a great time what do you like the best about,here what do i like the best well that people are very kind yes
the people here are kind do you like the food,yes the food is great is the food too spicy for you no i love spicy food i can
eat spicy food every day how much longer will you stay here i will stay two more,days then you will go home yes then i will go home where do you work i work
for a big company what kind of company do you work for,i work for an import company and what about you i work at a bank
huh are you a bank teller no I am the owner unit  how was your vacation,hey how was your vacation it was very
fun where did you go i went to the beach who did you go with,i went with my father mother and older sister did you have a house at the beach
no we stayed at a hotel which hotel did you stay at it is called the imperial,have you stayed there before yes we have been going there for years must be very
nice yes it is very nice and not too expensive did you play in the water yes,i went swimming and i rode the banana boats how about your older sister she
does not like the water she likes to sit on the beach and read a book,what do your mother and father like to do they like to eat in the restaurant
how long was your vacation three or four days and will you go there again next,year of course unit three do you remember me
hey is that bill uh yeah do you remember,me from school I am sorry i do not remember you did we study together yes
and we lived in the same dorm  really what floor did you live on i lived on,the ninth floor you lived on the seventh floor thats right how did you know i
would see you in the elevator sometimes I am sorry i do not remember you,it is all right it was several years ago well anyway it is nice to meet you again
monica monica sales right yes see so you do remember me okay,so where do you live now i live in an apartment
do you live with your parents no my parents moved to the country they must,be very happy there yes they enjoy it very much
so do you live alone no i share the apartment with an old friend,really a friend is he a boyfriend no she has an old friend from school we have
known each other for many years how about you bill where do you live i,rent an apartment I am by myself do you like it there yeah but it is kind of
noisy maybe you should complain with your,neighbors no no I am the one who makes the noise unit 4 i like your style
hey i like your shirt thanks it is new i,got it last week huh did you get anything else no just the shirt where
did you get it i got it from the weekend market how much did it cost it cost,about 12 really that did not cost too much at all
yeah it is a good price huh do you like to wear hats yeah i like to wear hats,but only in the winter time when it is cold hmm
do you like to add jewelry i just have this necklace that my girlfriend gave to,me what do you think about fashion i think it is important to be in fashion
do you have a pierced ear no i do not have a pierced ear do you have a tattoo,yes i do what is the tattoo up it is a big blue
scary monster really wow are you sure yes I am sure okay heres my,tattoo unit five family do you have any brothers and sisters i
have one sister who is older you or your sister my sister is older than me do you,get along with your sister yes we get along okay how about your
parents my father died many years ago I am sorry,to hear about that my mother is fine though
she is very strong and likes to work what does your mother do she teaches at,a university thats great what does she teach
she teaches psych pardon me i do not understand,she teaches psychology psychology i understand now
how about you are you married I am not married yet i had a girlfriend for many,years but we broke up I am sad to hear that unit 6 returning a shirt to the
store,can i return this what is it it is a shirt whats wrong with it nothing is
wrong with it it just does not fit it is the color wrong no the color is fine but,the size is much too small do you remember when you bought it i did not you
did not buy the shirt who bought it my friend bought it do you remember when,your friend bought it she bought it last week okay good do you have the receipt
as a matter of fact i do let me have the shirt and the receipt,please would you like to exchange it for a
larger size can i get cash back instead no but i can,give you store credit what is that well the shirt was 1999 right yeah
thats right well i can give you a store coupon good for 1999 or you can,exchange this shirt for a larger size okay ill take the coupon okay thank you
unit 7 do you have a pet,do you have a pet yes i do what kind of pet do you have can you
guess can i guess okay,do you have a pet dog no i do not have a pet dog hmm okay you do not have a pet
dog do you have a pet cat no i do not have a pet cat do not have a pet cat do,you have a pet fish no i do not have a pet fish you do not have a pet fish huh
you cannot guess do you want me to tell you no wait a minute I am thinking give,me one more guess okay ill give you one more guess i know you have a pet monkey
what a pet monkey why would i have a pet monkey because you look like a monkey i,do not look like a monkey you look like a monkey okay i cannot guess what kind of
pet do you have i have a pet iguana an iguana,how unusual where did you get it from the pet shop
how long have you had it hmm about four years wow what is your iguanas name his,name is winnie weenie what does weenie do when he
does not do very much it is quite lazy wow what does when he eat when he has a,vegetarian when he eats vegetables thats quite interesting unit 8 what
kind of food do you like what kind of foods do you like i like all kinds of,foods really can you eat spicy food i love spicy food the hotter the better
you are so lucky why am i lucky it is terrible when i eat a hot pepper a thai,or mexican food yes i can but only if it is really bland
do you eat out very often sometimes do you have a favorite restaurant i do have,a favorite vegetarian restaurant are you a vegetarian yes i am so about eight
chicken or pork no chicken no pork but i do eat fish are you a vegetarian for,health reasons or religious reasons mostly for health reasons hmm all this
talk about food is made me hungry are you hungry yes i am,would you like to go to my favorite vegetarian restaurant what is good there
well of course the fresh vegetables are outstanding it sounds delicious,lets go unit 9 what do you want to do after you graduate
did you study yes i study at the,university what subject do you study i am studying marketing okay and when will
you graduate i will graduate next semester will you continue to study for,your masters degree no not yet hmm what will you do after you graduate I am not
sure yet it depends depends on what it depends on,what kinds of job offers i get what do you mean
well if i get a job that provides opportunity i will take it what other,jobs have you applied for ive made many applications to all kinds of
companies what kinds of companies did you apply to hotels factories import,companies what if you get a job far away from home i would rather stay
close to my family what will you do if you cannot find a job if i cannot find a,job i will stay in school and study for a masters degree a masters degree in
what faculty I am not sure yet ill have to think about it unit 10 planning a,trip
lets get out of the city this weekend yeah thats a good idea,I am getting sick of being here do you want to go to the beach we always go to
the beach lets do something different how about camping camping that sounds,terrific all my ideas are terrific do you have a tent no do you hmm
no but i can borrow a large one from my friend how about a sleeping bag yes i,have a sleeping bag do you have one no i do not do you want to share one with me
no thanks ill buy a new sleeping bag do you think we should go far far away how,much time do you have i can leave friday after work i can
leave friday too would not you have to be back well i have to be back by sunday,okay well be back by sunday what should we do while we are there do you want to
go hiking hiking okay but we should not go far from the campground if we stay,around the campground will you bring the barbecue
of course what is camping without a barbecue will you make your famous,hamburgers sure thing ill make hamburgers should we invite some friends
great idea lets invite all of our friends this is going to be fun i cannot,wait unit 11 hobbies
do you have any hobbies yes i have several really please tell me more about,your hobbies well i do like to collect things really what do you like to
collect i like to collect stamps really where do you collect stamps from,i collect stamps from all over the world why do you do that because eventually i
hope to have a stamp from every country why do you want all of those stamps well,i think it is because i will not be able to go to those countries myself what is
another hobby of yours i collect beer pardon me,you collect beer well actually i collect beer cans okay
where did you get the cans from hmm every place that i travel to do you,drink the beer nah I am not a beer drinker i see what about you what are
your hobbies well i like to read a lot really what do,you read about i like to read about bestsellers and i like to read a lot
about science too hey what kind of science do you read about a variety of,topics but i especially like to read about nature and about electronics
fascinating why do you like to read so much well i think it helps me exercise,my brain well thats a good reason it does not make you too tired unit 12
the first time to meet,alex hey hey this is my friend bob he has familiar hey um excuse me okay sit down
please what city in england do you come from i,come from london have you ever been there no ive never
been i hope to go someday you can if you have true desire have you been here a,long time ive been here for about seven years how about you huh ive been here
all my life why have you stayed here such a long,time ive stayed you for many reasons stayed for many reasons are you married
yes i am is your wife beautiful would you like to see a picture of my wife,that would be nice she has very lovely is she from around here
thank you yes she is from here do you have any children,no no children yet but certainly in the future where do you work i look at the
newspaper wow the newspaper what do you do there,i am a reporter unit 13 what would you like to do
thats part of whats interesting it is,not a consumer model if you will but instead what we do is we go to the
district I am bored lets do something what do you want to do i do not know,anything is fine mmm lets go see a movie no i went to see
three movies this week three why so many because i was bored all week well,you want to play some sports no i do not want to play any sports
why not sports are fun well i do not want to run around and get all hot yeah it is,kind of hot how about shopping you want to go shopping i like shopping but i
have to watch my money until the end of the month well we can go eat dinner,dinner is a good idea where would you like to eat i heard about this new
japanese restaurant down at the mall huh is it expensive uh it is not too,expensive but it is not cheap okay well that sounds good and when we are finished
we can go windowshopping mmm that sounds like fun,and if we want we can play some indoor airconditioned sports really
which sport has air conditioning bowling bowling right great lets go okay,unit 14 coffee or tea excuse me yes would you like some coffee
or tea while you are waiting hmm yes that would be lovely thank you,which would you prefer coffee or tea coffee please and how would you like
your coffee two sugars and some milk okay I am sorry but we do not have any,milk this coffee mate alright coffee coffee mate is fine okay it is one coffee
ill be right back excuse me yes do you use fresh ground,coffee no we do not we use instant coffee nescafe i think i see on second thought
can i have some tea please yes tea what kind of tea would you like,what kind of tea do you have we have earl grey green tea or lipton green tea
is chinese is it not yes ill try the green tea okay would you like that iced,or hot iced i sounds nice okay one is sweet one iced green tea
would you like a cookie cookie no no thank you,okay how about an apple yes id like an apple one iced green tea and one apple
ill be right back unit 15 have you ever traveled abroad,have you ever traveled abroad yes i have
in fact i was born abroad you were born abroad where were you born i was born in,japan you are joking no I am not joking it is true i was made in japan do you
speak japanese no i do not i left when i was young how old are you i was nine you,were nine years old and you do not speak japanese no i was nine months old
what other countries have you been to huh i went to mexico how was that it was,great what did you like the best well the ruins were interesting anything
else do you liked the beaches were nice where else have you been i lived in,london for one year really how was that i was only 8 years
old you were 8 years old what were you doing there i went there with my mother,she was working there of all the countries you have been to which is your
favorite country thailand why do you like thailand i love thailand because,the food is delicious and the people are very friendly unit 16 shopping
hi can i help you yes id like to buy a washing machine okay,which brand would you like i do not care so much about brands so what are you
looking for I am looking for your good price and good functions okay,function and price are important to you thats right
okay first may i ask you what size washer do you need what do you mean by,what size washer well like a small size is four kilos large size is 8 kilos do
you have a medium size sure medium size is six kilos okay i think i want a,medium size all right and do you want a one bin or a two bin washer whats the
difference between one bin and two bin well with a two bin washer you have to,move the clothes to the spinner yourself and the one thing it does it
automatically it is a twoinone spin bin i understand,which one cleans better they clean the same really and do the washers cost the
same well the one bin washer is more expensive but it is simple to use simple,is important well i think id like the one bin washer you know if you like
things simple and easy may i suggest to you the fuzzy logic function what is the,fuzzy logic fuzzy logic is a special function
it makes using the washer easier how does the function work well you put in,your clothes you put in the soap and the washer does the rest
sounds perfect this is exactly the kind of washing machine ive been looking for,unit 17 my house was robbed
hey did you have a good weekend no not really no I am sorry to hear that,what happened during the weekend my house was robbed your house was robbed
what do you mean i mean i was not there and someone came and took everything,from my house someone took everything from your house
thats terrible terrible yes i think so did they break anything yes they broken,window to get in did they take your television yes they took the television
did they take the dvd player yes they took the dvd player did they take your,laptop yes they took the laptop did they take your clothes yes they no they did
not take my clothes thats because your clothes are old and out of fashion do,you really think my clothes are old fashioned yes i do they are very old
this is terrible first my house gets robbed and now my clothes our old,fashioned did you tell the police that your house was robbed yes i told the
police what did they say they did not say much they just took a report unit 18,asking information on phone hello
hi is this tina yes it is whos this this is alex do you remember,me I am sorry i do not remember you um did you come into the cs computer shop
today i went to many shops today where is yours,our shop is located at the galaxy mall which floor is your shop on cs computer
is on the third floor yes i think i remember now what is your name again my,name is alex willis of cs computer i remember you now
you were the tall person very handsome yes thats right you have a good memory,tina so what can i do for you mr willis do you remember coming into our shop and
asking about a catalogue for computer games yes i remember asking for the,catalogue you could not find it right i couldnt find it but you have it now yes
i have the catalogue great would you like for me to keep it here at the shop,for you no I am not free to go down there anytime soon hmm well since you cannot
come to this shop can i send you the catalogue that would be wonderful,okay may i have your address please it is 2307 t street sacramento
california nine five six one zero okay was that 2703 t street no thats 2 3 0 7,t street ok i have your address and ill send it to you today great thanks
my pleasure mr willis yes i often have questions about computers and games well,you can ask me anything it is my business thanks for that may i have your phone
number sure it is zero one eight six seven five,three nine call me any time if you have a question thanks a lot my pleasure
good bye bye bye unit 19 why do you have a headache,honey am home
how are you I am terrible i have a headache I am so sad to hear that what,gives you a headache there are so many reasons maybe youll feel better if you
tell me well work is my biggest headache what is wrong at work it is my boss,he always scolds me why does your boss scold you
he says I am lazy and i take too many breaks well do you take too many breaks,i do not think so well why do not you ignore your boss i cannot ignore him he has
my boss thats too bad what else gives you a,headache what else gives me a headache my coworkers my coworkers give me a
headache why do your coworkers give you a headache because they are always,gossiping do they gossip about you probably but not to my face thats too
bad what else gives you a headache driving driving gives me a headache,why does driving give you a headache theres always traffic jams and theres
no place to park why do not you take a bus to work take a bus to work it is too,crowded and theres never a seat thats too bad what can you do to get rid of
your headache easy i come home and i see you,20 what should we get for the party are you excited to go to the party yes i
am very excited about the party do you think we should bring something with us,yes i think we should bring a gift or something what would be good to bring
what about bringing flowers but the flower shop is so far away can you think,of something else what if we bring some chips someone else will be bringing
chips can you think of something else what about bringing food well we do not,have to bring food because theres gonna be a buffet at the party what about
bringing my music cd collection bringing a music cd collection is a good idea but,they are gonna have a dj at the party what about bringing some playing cards
you do not have to bring playing cards because theres going to be a mini,casino at the party really theres going to be a mini casino at the party really
it is true I am not kidding can you think of something else,theres only one thing the party does not have whats that the party does not
have us lets just bring ourselves yeah so to make these cell just gently put,your tongue between your teeth but remember your teeth needs to be flat
do not like this do not be like this no just ok very gentle flat and fool up,your mouth shape like this do not do this mmm no okay and then and then make the
air through your lips in your tongue sorry your lips and your tongue and your,teeth okay the air come through there the tips
of the passage between your teeth okay and then save the word right and the,position of your tongue do not say no okay so thank you thank you very gentle
text,hey do you come to the gym every day
no i cannot i have to work so i come on the weekends,do you come every day yes can you lift weight
yes but not very well can you help me do you like working out,sure can you do aerobics i never tried i can do gymnastics
can you i cannot but my girlfriend can do you do any sports with your,girlfriend yes we both can do karate we practice
every weekend where do you work out,i do not work at a gym but i do a lot of track and field events
hmm what can you do i can jog a marathon i can run a 50 meter dash too,do you do any other events i do the long jump
and i do the high jump i can long jump too,maybe we can practice the long job together
can you go swimming with us today no i cannot,i have to help my mother can you go swimming with us tomorrow
sure do you go swimming every day no i go swimming on tuesdays and thursdays,do you like modern climbing sure i love it i can climb a 300 meter mountain
wow do you go modern climbing every weekend,no i do not go mountain climbing when it snows
do you mountain climb no i cannot but i want to learn,i did not know that you could dive i cannot i
am just learning to die can you dive yes i can but I am not very good,so do you do any other sports i can play tennis
do you play often i cannot play very often,i have to study every day look at this this guys mountain
climbing i cannot do that it is too,dangerous do you do any extreme sports i can parasail
really can you skydive no i cannot skydive i want to learn,i cannot hang light either my boss at work can hang glide
he loves it my brother lives in hawaii he lives on,the beach does he like water sports sure he can
swim and surf does he windsurf I am not sure,his wife also loves water sports she might
what does she like she likes water polo she can dive also they both can scuba,dive and they do it all the time what are you doing this sunday i do not
have any plans can we go sailing no we cannot,we cannot use my sisters boat she has using it on sunday
can we go biking or jogging i cannot because my foot still hurts,you can go swimming right yeah i can do that
do you have any hobbies i like music i have a large collection of cassette,tapes and cds hmm do you go to concerts
no i do not i usually listen to music at home,do you have any hobbies i hike in the mountains
i go hiking with my brothers every month do you hunt too no but we go bird,watching you look tired did you work out
yeah do you work out every day no i do not i work out only on mondays,tuesdays and thursdays do you work out no i do not i watch movies
do you like movies no i do not but i like music,what do you do in your free time well i usually do ballet
i go to bali square every tuesday and thursday night,do you do anything else i play the guitar
sometimes i play the piano what about you do you do anything special,i also like music so i play the piano too
on the weekends i usually go hiking or fishing but i do not go hunting,i do not like it here have some pizza um no
thank you i do not like pizza that much well have some french fries,I am sorry i do not like french fries either
you do not like french fries well lets see here is a hamburger,try it i do not like hamburgers it is fattening I am on a diet
hmm you do not like pizza you know like french fries,and you do not like hamburgers
what do you like i like ice cream does your boyfriend spend much time with,you mine does not he has too busy
what does he do he goes to college does he play sports with his friends,well he plays snooker but not very often does he travel a lot no he does not leave
town does he study all the time no,he does not study too much what does he do then
he works two jobs do you and your classmate have any,hobbies sure i fish
and jim my best friend hikes in the forest,do you hunt animals no i do not i do not like to kill animals does jim
hans no he does not what about you all those,plasmids what do they do the guys like to camp
they do not camp alone they camp with friends,what do you do in your free time i paint i do not fish on hike
i do not like outdoors where did you go i just finished ballet,practice do you do ballet yes i practice
every tuesday and thursday do you do any sports,no i do not i sing karaoke and do magic in my free time
does your wife do magic too no she does not,she plays chess and darts what does your husband do
in his free time he does not practice ballet with me,he watches movies in fact he and my children
watch movies all the time hello hi martin,how are things in los angeles just fine I am having a wonderful time what do you
do every day do you shop and visit museums,sure but at night i go out with my friends
do you dance at discos sure do you do anything else at night i go to,comedy clubs and watch movies do your friends go with you
yes do you go to expensive restaurants no we do not we do not have enough money,did you know that my uncle is an athlete really does he train every day not
really he trains monday to friday but he does,not train on saturdays or sundays he rests on those days what does he eat
to stay then he eats vegetables and lots of fruit but,he does not eat hamburgers candy ice cream or pizza
does he drink beer no he does not drink beer,coke or anything sweet he only drinks milk and fruit juice
I am lost do you know where the bank is yeah,turn left here follow that road about a mile the bank is in the shopping
center you cannot miss it,i do not get it could you repeat it again please
turn left at this intersection follow that road,for about one mile the bank is in the shopping center
so i turn left at this intersection not the next one thats right,thanks do you know where the nearest police
station is yeah walk down that street,and take the third right then walk past the bank
and the supermarket it will be on your right,it is next to the laundromat so i go down
and make a right on the third street then i pass the bank and supermarket,and the police station is next to the laundromat
thats correct i could probably find it thanks for your,time no problem
can you tell me where the bakery is sure um turn right here and go down,about four blocks then turn left that is
warren road go down there and you will see it on the,left side of the street I am sorry I am lost
can you repeat that turn right go down this road,four blocks then turn left at the intersection of
warren road walk down warren road and the bakery,is on the left side of the street thanks i got it now
if you cannot find it just ask someone thanks you have been a big help,excuse me I am lost what are you looking for my friends
house he lives at 3908 rancliffe road,randcliff yes go down this road until you come to the second
intersection make a right turn then go down that road,to the large intersection and make a left turn
rand cliff is your first left so if i got it i go down this street,and take a right on the second intersection
then keep going until i come to a large intersection,and rand cliff is on the right now make a left turn at the intersection
and randcliff will be on your left okay this has been very helpful thank you,I am sorry to interrupt you
but i was wondering how do i get to saint pauls hospital,from here it is pretty far drive down this road then make a left at
the shopping center that will be warren road do you know,the name of the shopping center it is called
city plaza thanks then what do i do well um go down warren,road for about four miles then hang her right
at rushmore avenue the hospital will be down rushmore about,a mile on your left side okay
i think i got it now well good luck,excuse me I am new here is there a bank on the corner of bradley boulevard
um yes um go along this road until you come to the intersection of,bradley and wilson it is at that intersection
is it far no it will take you about three or four minutes to get there,thanks you have been very helpful do not mention
it good luck excuse me but i think i might be lost,who are you trying to go to the police station
just go down the street and make the second left,you will have to walk down that street about a kilometer
and the police station is across from robinsons,okay so thats down here and then turn left on the second block and then
go down the road about a kilometer and it is,opposite of robinsons thats it thanks
hello tourist office can i help you yeah what special events do you have,today well we have the marine biology exhibit at the aquarium
where is that it is on pasadena boulevard when does the exhibit open it is open,from nine to five and the admission is seven dollars but kids are free
good yeah thanks for your help hello how can i help you sir,where do you suggest i go what do you like
i really like contemporary art try the national art gallery,where is it go down this road then turn left
it is on the right side of the street where do i turn left,at los alamos boulevard is it open every day
it is open every day except on mondays it closes at 6 pm,is the admission free it costs four dollars to get in
thanks where is a good place to take my kids,i would suggest the science museum that sounds good how do i get to the
science museum take the underground to west end station,then go right on bolton road and turn left
you cannot miss it when do i turn left ah turn left at the intersection with,the national savings bank at the corner is it free children under
12 are free but it is 390 for adults there is a good,dinosaur collection on exhibit now I am sure my children will love it thanks
for your help hello tourist office may i help you,yes could you tell me some famous places or special events happening in san
francisco this weekend would you like something touristy or off,the beaten path this is my first trip to san francisco
so something touristy would be fine well there is the fishermans wharf,handicraft festival on friday saturday and sunday that sounds good
what is the best way to get there do you want to go by bus,sure what bus takes me to fishermans wharf
the 109 will take you there what is there to see well,there is the festival as well as many famous restaurants and shops
sounds exciting thanks you are welcome enjoy your stay,hi debbie how are things at your new home
fine i really like going to college in new york,has the semester begun yet yeah I am busy though
do you still have time to practice singing sure i go to college on mondays,wednesdays and fridays only three days yeah on tuesdays and
thursdays i work at a restaurant on saturdays i practice singing and on,sundays i clean my apartment when do you have time to study i study
every night what do you study at school i study math,on mondays and i study science on tuesdays
do you study english yes i study english on wednesdays,on thursdays i study history and on fridays i study
music what do you study my schedule is like yours on mondays i,study math and on thursdays i study history
but on tuesdays i study english and on wednesdays i study,music what do you study on fridays i study science hmm thats
interesting on mondays we both study math,we study history on thursdays what do you do on saturdays
i go to the movies with my sister then i go to the shopping mall with my,boyfriend what do you do on sundays i go to the
park to exercise later i go to a disco with,my friends what do your friends do on the
weekends my friends go to the library and study,on saturdays on sundays they go shopping on sunday
nights we all go to a disco do you go to,parties yes we go to parties on friday nights
does your boyfriend like music yes he listens to rock jazz and rap,every day he also listens to music on the internet
does he watch movies or tv on sundays he watches movies with me,he watches tv after school i watch tv on the weekends do you listen to
music on the internet no i listen to the radio i listen to,country and classical music
what do you and your friends do at summer camp,we get up in the mornings and have breakfast
then we jog in the afternoons i swim but my friends dance does your sister go,to summer camp with you yes she jogs with us in the mornings and
she swims with me in the afternoons what does your sister do in the evening,at summer camp she sings songs and plays the guitar
with her friends they watch movies but she only watches,comedies where does your husband work he works
for an airline does he travel to many places sure,every monday morning he flies to los angeles and he returns home on tuesday
afternoon does he travel on wednesday too on,wednesday evenings he drives to washington dc and flies to
florida he returns home on friday afternoon what,does he do on the weekends lets see on saturday mornings he takes
the children to football practice in the afternoons he plays tennis with,his friends what about at night on saturday nights
we all go to watch a basketball game do you like living in india yes,but it is very different here i wake up very early every day and clean the house
i then cook breakfast for my children my husband takes them to school,then he goes to work where does your husband
work in india he works for the world bank,during the day i shop and study hindi what do you do at night at night we have
dinner and watch television what are you studying this semester,on mondays i study science on tuesdays i study history
i study english on wednesdays and i study math on thursdays,what do you study on fridays i study music on fridays
what do you do every day every day i wake up early in the morning,then i clean the house i cook breakfast what do you do in the afternoons
i jog and swim do you dance i dance in the evening,what else do you do in the evening um i watch tv and have dinner
do you go shopping on sundays no i go shopping on saturdays,what else do you do on the weekends i go to the library and study on saturdays
in the evenings i hang out with friends and go to the movies,what do you like to do on sundays i go to the park
can you tell me about the house please sure,it is quite small theres a small living room
and kitchen next to it there are two bedrooms and one bathroom,is the house furnished a little theres no furniture in the living room
but in the kitchen theres a refrigerator and a stove,are there any beds in the bedrooms in one bedroom theres a large bed but
none in the other is the house one story or two stories,theres a onestory house can you tell me about the house sure
there are two bedrooms a bathroom a kitchen and a dining room,what are the bedrooms like well theres a bed a lamp and a chest of
drawers hmm sounds good in the bathroom,theres a toilet and a shower great would you like to see it
can you tell me a little bit about the room,i would love to it is a large room and it is partially furnished
is there a bathroom too sure in the bathroom there is a large bathtub,and a toilet are there any windows in the bedroom
yes there are two windows there are also drapes is there any,furniture in the bedroom
no theres not any fine when can i come to see it,what is the apartment like well it is completely furnished it has a
living room a large bathroom a small kitchen,and a bedroom what is inside the kitchen the kitchen has a sink refrigerator
a cabinet for your dishes and a stove is there an oven inside the kitchen no,it does not have an oven but it does have a microwave
i see tell me about the living room the living room has a blue sofa two,large chairs a coffee table
and a tv can you describe the place,there are three bedrooms a computer room a dining room and a kitchen
does the house have any bathrooms yes i forgot it has a bathroom in each,bedroom wow does this house have any furniture
theres some furniture in the computer room and the dining room,does it have a computer no it does not but it has tv
stereo a desk and a table tell me about it it is a lovely old house,when you enter the house you will see a living room
is there any furniture in the living room no,the house is unfurnished next to the living room is a kitchen
then between the kitchen and living room is a stairway,so there are two floors yes thats right on the second floor
there is a bedroom across from it are a bathroom,and a study is there a closet in the bedroom
yes there is whats it like it is quite nice,near the door is the family room and kitchen
i see upstairs are the bedrooms in front of the master bedroom are the,stairs and a small bathroom does it have any windows yes
there are two windows in the master bedroom and one,in the other bedroom great is there a lamp or closet
yes there is a closet in each bedroom and one near the door tell me what the,apartment is like it is large and partially furnished
is there a kitchen in it yes but it is quite small there is also a,bathroom and a bedroom are there any windows in
the bedroom sure i think there are two is there any,furniture in the bedroom there is a bed but that
is all what is in the bedroom um,lets see ah yes theres a bed a desk a wardrobe
does the rest of the house have any furniture,there is not any in the bathroom but the living room is furnished
does the living room have a sofa sure it has a sofa three chairs and a coffee,table is there a tv in the living room
um sorry there is not any,what is the house like on the first floor there was a kitchen
is there a refrigerator in the kitchen yes and next to the kitchen is a dining,room what is upstairs we have two bedrooms
and a bathroom is the bathroom in the master bedroom no it is across,the hall from the master bedroom we have student and study my daughter is
a high school student studying I am studying at oxford,university to even an event she loves her dad a lot
even though he has very strict event we are gonna have a fundraising event,this weekend three comment and comment
do you have any comments about this picture,comment what kinds of shops are coming in your city
fourth true and new i usually chew gum while I am on the bus,new our cousin has to spot a new car next secret and secretary
he told me about his secret relationship with no woman,and secretary my sister is working as a secretary for a big company
what day is it today you usually have to ask this one if you do not remember,right what day is it today today not today okay today
it is tuesday okay it is tuesday or it is monday it is saturday it is,tuesday or you can say in full sentence that is
today is tuesday again what day is it today is,tuesday number two we have an appointment on saturday right
now remember we linked together have heaven have them and this one the,appointment have an appointment have an appointment
we have an appointment on sunday right have an appointment that means,you are going to meet a person because you are
already arranged the time to meet so that is called,an aw sorry an appointment we have an appointment
on sunday right yes thats right if it is correct,yes thats right or no on saturday no on saturday again
we have an appointment on sunday right yes thats right no on saturday,number three when do we have english remember s and h
here we say english okay do not say english,or english or english this is english
when do we have english we have english on mondays and friday,we have english on mondays and fridays remember uh that is attemptable like
for example you start a semester or in a term,and then every monday every friday you have
the english class so you have to add mondays,as here and friday is here that means every monday and every friday
we have english on mondays and fridays or you can say in simple words we have,english every monday and friday
we have english every monday and friday is tomorrow thursday is,is tomorrow thursday yes thats right or no tomorrow is wednesday
no tomorrow is wednesday i underlie i underline the words here that means,you can change the days of the week okay is tomorrow thursday yes thats right
text,dr perkins clinic how can i help you I am not feeling well
i would like to see dr perkins what is the problem,do you have a headache yes i do do you have a fever yes i do
do you have a sore throat no i do not can you come to see the doctor,at 3 pm today 3 oclock yes thats fine
whats wrong i fell off my bicycle are you okay,I am not sure my fingers and hands hurt does your thumb hurt
ow yes what about your elbow does it hurt,no my elbow and arms are okay does your back or your
shoulders hurt no but,my chest aches how is your family not very well
really whats wrong my husband has a stomach ache,are your children okay how is your daughter
she has a toothache and what about your son,he has a headache
whats wrong with you i have a headache do you have an aspirin no i do not have,any aspirin but i have some of these pills
no those are for sore stomachs let me see if susan has any medicine,does she have any no she does not have any
now i also have a sore back we do not have any medicine for that either,i think you have the flu maybe you should go to see the doctor
whats the matter i do not think we can go to work today,we are not feeling well do you have a stomachache or a bag cake
no i do not have any eggs do you have a sore throat,or a sore neck no so why do not you want to go to work i
have a fever and i also have a toothache and mary,has a headache how was school today crazy most of my
students were sick why i do not know bobby,has a stomachache and peter has a backache
what about the others donna has a sore throat,and a sore neck melissa has a toothache you do not look too good are you okay i
have a headache doctor i do not feel well,whats the matter my ear hurts let me take a look
right you have an ear infection um good morning how are you today,not too well doctor my whole face hurts my eyes hurt my ears and nose
also ache does your mouth hurt too no hmm is your chin or are your lips,sore no but my tongue hurts too
